temp_buffers,times_ms_buffers,Time Stamps
25.051922,21736,18:03:10:425000
25.055752,22036,18:03:10:725000
25.05207,22336,18:03:11:025000
25.05207,22636,18:03:11:325000
25.06296,22936,18:03:11:625000
25.06296,23236,18:03:11:925000
25.05928,23536,18:03:12:225000
25.05943,23836,18:03:12:525000
25.055752,24136,18:03:12:825000
25.05207,24436,18:03:13:125000
25.051922,24736,18:03:13:425000
25.05928,25036,18:03:13:725000
25.05207,25336,18:03:14:025000
25.055601,25636,18:03:14:325000
25.051922,25936,18:03:14:625000
25.055752,26236,18:03:14:925000
25.04824,26536,18:03:15:225000
25.051922,26836,18:03:15:525000
25.040882,27136,18:03:15:825000
25.051922,27436,18:03:16:125000
25.04824,27736,18:03:16:425000
25.044712,28036,18:03:16:725000
25.05943,28336,18:03:17:025000
25.05207,28636,18:03:17:325000
25.048393,28936,18:03:17:625000
25.055601,29236,18:03:17:925000
25.055752,29536,18:03:18:225000
25.05943,29836,18:03:18:525000
25.05207,30136,18:03:18:825000
25.055752,30436,18:03:19:125000
25.055752,30736,18:03:19:425000
25.055752,31036,18:03:19:725000
25.05943,31336,18:03:20:025000
25.055752,31636,18:03:20:325000
25.048393,31936,18:03:20:625000
25.044712,32236,18:03:20:925000
25.044712,32536,18:03:21:225000
25.037355,32836,18:03:21:525000
25.044712,33136,18:03:21:825000
25.041225,33436,18:03:22:125000
25.048393,33736,18:03:22:425000
25.05207,34036,18:03:22:725000
25.037355,34336,18:03:23:025000
25.052261,34636,18:03:23:325000
25.052261,34936,18:03:23:625000
25.055943,35236,18:03:23:925000
25.048393,35536,18:03:24:225000
25.05207,35836,18:03:24:525000
25.055943,36136,18:03:24:825000
25.044903,36436,18:03:25:125000
25.052261,36736,18:03:25:425000
25.055943,37036,18:03:25:725000
25.063301,37336,18:03:26:025000
25.052261,37636,18:03:26:325000
25.052261,37936,18:03:26:625000
25.059622,38236,18:03:26:925000
25.063301,38536,18:03:27:225000
25.055943,38836,18:03:27:525000
25.055943,39136,18:03:27:825000
25.055943,39436,18:03:28:125000
25.059774,39736,18:03:28:425000
25.052261,40036,18:03:28:725000
25.048737,40336,18:03:29:025000
25.052261,40636,18:03:29:325000
25.048584,40936,18:03:29:625000
25.063454,41236,18:03:29:925000
25.055943,41536,18:03:30:225000
25.048737,41836,18:03:30:525000
25.048737,42136,18:03:30:825000
25.055943,42436,18:03:31:125000
25.059774,42736,18:03:31:425000
25.059774,43036,18:03:31:725000
25.059774,43336,18:03:32:025000
25.052416,43636,18:03:32:325000
25.052416,43936,18:03:32:625000
25.052568,44236,18:03:32:925000
25.045057,44536,18:03:33:225000
25.052416,44836,18:03:33:525000
25.056095,45136,18:03:33:825000
25.056248,45436,18:03:34:125000
25.04889,45736,18:03:34:425000
25.04889,46036,18:03:34:725000
25.04521,46336,18:03:35:025000
25.049023,46636,18:03:35:325000
25.059929,46936,18:03:35:625000
25.056248,47236,18:03:35:925000
25.04521,47536,18:03:36:225000
25.0527,47836,18:03:36:525000
25.045341,48136,18:03:36:825000
25.041664,48436,18:03:37:125000
25.04889,48736,18:03:37:425000
25.045341,49036,18:03:37:725000
25.052876,49336,18:03:38:025000
25.045341,49636,18:03:38:325000
0.0,0,18:02:48:689000
